ORG. JUR,RAZON SOCIAL,NIT,MUN-COMERCIAL,CIIU-1,CIIU-2,CIIU-3,CIIU-4,ACTIVIDAD,NOMBRE PROPIO,NOMBRE REPRESENTANTE LEGAL
2,AUTOLAVADO HELI DANIEL,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL AUTOLAVADO DE VEHICULOS  MOTOS Y TODA CLASE DE AUTOMOTOR.,CURVELO SILVA PEDRO JULIO,
2,TALLERES E.B.,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,C3312 ** Mantenimiento y reparacion especializado de maquinaria y equipo,,,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES  MANTENIMIENTO Y REPARACION ESPECIALIZADO DE MAQUINARIA Y EQUIPO.,BELLO AVELLA EVARISTO,
2,SERVI ELECTRI GYP,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES COMERCIO DE MOTOCICLETAS Y DE SUS PARTES  PIEZAS Y ACCESORIOS MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,PARRA PALENCIA GERSON ADRIAN,
2,AUTO SPA EL VERGEL,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,ROJAS MARIN SANDRA LORENA,
2,AUTO EXPRESS JHOFRE,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACION DE VEHICULOS.,NAVARRETE BASTO ANA MILENA,
2,ALMACEN Y TALLER GOMEZ & MILLAN,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS PESADOS.,MORALES GOMEZ JORGE ARLEY,
2,TALLER MARACAY,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES. COMERCIO DE PARTES  PIEZAS (AUTO-PARTES) Y ACCESORIOS (LUJOS) PARA VEHÍCULOS AUTOMOTORES.,TOCA PALACIOS VICTOR ORLANDO,
2,TALLER MAFILITO,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,MAFILITO MONSALVE JULIO PASCUAL,
2,TALLER LOS HERMANOS OCHAGA COBOS,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACION VEHICULOS AUTOMOTORES.,OCHAGA COBOS GABRIEL ALFREDO,
2,MONTALLANTAS FRANKY - J,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,ACTIVIDAD COMERCIAL MONTALLANTAS.,AVILA MONGUI MARCIA NATALIA,
2,CENTRO DE SERVICIOS RUTA 65,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,ACTIVIDAD COMERCIAL MANTENIMIENTO REPARACIÓN Y VENTA DE PARTES  PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES,WESTERN INGENIERIA INTEGRAL S.A.S,
2,MONTALLANTAS Y AUTOLAVADO EL VENECO,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,SERVICIO DE LAVADO  POLICHADO  CAMBIO DE ACEITE DE Y SERVICIO DE MONTALLANTAS,PUERTA MARQUEZ MYRIAM ESTHER,
2,AUTO LAVADO NUEVE ONCE,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y LAVADO DE AUTOMOTORES,OSPINA RODULFO LUIS ENRIQUE,
2,CENTRO DE DIAGNOSTICO Y MANTENIMIENTO AUTOMOTRIZ COOTRANSTAME,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES.,COOPERATIVA DE TRANSPORTADORES DE TAME COOTRANSTAME,
2,MULTISERVICIOS PEREZCARS,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,F4322 ** Instalaciones de fontaneria  calefaccion y aire acondicionado,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS,PEREZ PORTILLA HUGO RAFAEL,
2,DISTRIREPUESTOS SAN MIGUEL,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,SOCIEDAD DE TRANSPORTE Y SERVICIOS MARTHA&CELEDONIO SAS ZOMAC,
2,TALLERES MORENO COLMENARES,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES PESADOS.,MORENO COLMENARES YERSON ALBERTO,
2,SERVIAUTOS JH ORTIZ,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,ACTIVIDAD COMERCIAL MANTENIMIENTO  REPARACION DE VEHICULOS AUTOMOTORES Y PARTES  PIEZAS  Y ACCESORIOS.,ORTIZ MARTINEZ HEYLER,
2,CENTRO DE SERVICIO TECNICO AUTOMOTRIZ PARE,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,M7410 ** Actividades especializadas de diseño,M7490 ** Otras actividades profesionales  cientificas y tecnicas n.c.p.,,Mantenimiento y reparacion de vehiculos automotores,FLOREZ TARAZONA LUIS REYNEL,
2,AUTOMOTRIZ HERMANOS SUAREZ,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,Mantenimiento y reparacion de vehiculos automotores,SUAREZ LOZANO BRAYAM HELIT,
2,ALMACEN Y TALLER MOCHECO,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,MANTENIMIENTO  REPARACION Y VENTA DE PARTES Y PIEZAS DE VEHICULOS,SARMIENTO GARCIA MOISES,
2,MONTALLANTAS ALEX YJ,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,HERNANDEZ PINZON ALEXANDER,
2,MULTITORNILLOS Y REPUESTOS DANI,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL VENTA DE TORNILLOS PARA TODA CLASE VEHICULOS  MONTALLANTAS  PARQUEADERO Y MECANICA EN GENERAL,CARO MONTAÑA DANIEL HIPOLITO,
2,TALLER HARD WORK,,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACION DE VEHICULOS AITOMOTORES,MORENO COLMENARES RONALDO DE JESUS,
16,RTTAME SERVICENTRO LOGISTICO S.A.S,9006224440,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,MORENO VERA GUILLERMO
16,TECNICAR J&M SAS,9008300267,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,,,RAMIREZ MORENO MAGDA STELLA
16,INDUSTRIAS ZS SERVICIOS METALMECANICOS S.A.S,9013887302,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4662 ** Comercio al por mayor de metales y productos metaliferos,C2511 ** Fabricacion de productos metalicos para uso estructural,C2823 ** Fabricacion de maquinaria para la metalurgia,MANTENIMIENTO DE VEHICULOS AUTOMOTORES  COMERCIO DE METALES Y PRODUCTOS METALIFEROS  TODO LO RELACIONADO CON SERVICIOS METALMECANICOS  ESTRUCTURAS  MONTAJES  ETC.,,ZORRO LAMUS EDWARD AUGUSTO
16,TRACTOSERVICIOS DEL LLANO S.A.S - ZOMAC,9015192939,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,MANTENIMIENTO Y REPARACION DE VEHICULOS  ACEITES  LUBRICANTES.,,FORERO RAMIREZ GERARDO
16,MEGAMOTRIZ CUPERD S.A.S SEZE,9015760634,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,MANTENIMIENTO PREVENTIVO DE VEHICULOS LIVIANOS Y DE CARGA. VENTA DE REPUESTOS Y ACEITES.,,CUBURUCO GARCIA DANIEL ARMANDO
16,AUTOLAVADO EL SOL SAS ZOMAC,9015934891,81794 - TAME,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,Mantenimiento y reparación de vehículos automotores,,MOGOLLON ZORRO MATEO
2,ALMACEN DE REPUESTOS KALEP,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,C1410 ** Confeccion de prendas de vestir  excepto prendas de piel,G4631 ** Comercio al por mayor de productos alimenticios,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES,MARTINEZ CASTRO SONIA PATRICIA,
2,GUALCARI LUJOS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,I5621 ** Catering para eventos,N8230 ** Organizacion de convenciones y eventos comerciales,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES  COMERCIO DE MOTOCICLETAS Y DE SUS PARTES  PIEZAS Y ACCESORIOS,CAGUA RIAÑO GUSTAVO ALEJANDRO,
2,TECNIVIDRIOS LA 13,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL VENTA DE PARABRISAS  CREMALLERAS Y EMPAQUES.,SIERRA RODRIGUEZ ERIKA MAYERLY,
2,DISTRIREPUESTOS SCOOTER,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL VENTA DE LLANTAS  REPUESTOS  ACCESORIOS Y LUJOS PARA MOTOS,RAMOS GOMEZ MAIRA ALEJANDRA,
2,I.C. REPUESTOS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,ACTIVIDAD COMERCIAL PARTES  PIEZAS (AUTO PARTES) Y ACCESORIOS (LUJOS) PARA VEHÍCULOS AUTOMOTORES. MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES.,SUCRE NIÑO KELLY JOHANA,
2,SANTAMARIA GRUP COMERCIALIZADORA DE LLANTAS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES  MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES.,QUIRIFE NIEVES KAREN XILENA,
2,ALMACEN Y TALLER CA. VAL,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4731 ** Comercio al por menor de combustible para automotores,G4741 ** Comercio al por menor de computadores  equipos perifericos  programas de informatica y equipos de telecomunicaciones en establecimientos especializados,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,VALCARCEL BARRERA FREDDY LEONARDO,
2,ALMACEN Y TALLER AUTOS TITY,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y REPARACIÓN DE VEHICULOS AUTOMOTORES.,ALVARADO ALVAREZ YELIZBETH,
2,TRACTO REPUESTOS PINZON,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,ACTIVIDAD COMERCIAL MANTENIMIENTO   REPARACION Y VENTA DE PARTES  PIEZAS  ACCESORIOS Y LUJOS DE VEHICULOS AUTOMOTORES.,PINZON FUENTES DARIO FABIAN,
2,TIRES SANTAMARIA,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,VENTA DE LLANTAS,PICO SANTAMARIA LINDER ADRIAN,
2,ALMACEN Y REPUESTOS 704,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES COMERCIO AL POR MENOR DE LUBRICANTES (ACEITES  GRASAS)  ADITIVOS Y PRODUCTOS DE LIMPIEZA PARA VEHICULOS AUTOMOTORES,TOVAR MACUALO VICTOR SAMAEL,
2,TECNIGUAYAS HERRERA,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL VENTA DE GUAYAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES.,HERRERA CARDENAS FREIDER DUVAN,
2,WELDING VAQUIANO,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,H4923 ** Transporte de carga por carretera,H5210 ** Almacenamiento y deposito,MANTENIMIENTO  REPARACIÓN Y VENTAS DE PARTES Y PIEZA DE VEHÍCULOS,CUBURUCO GARCIA DANIEL ARMANDO,
2,MOTO REPUESTOS NAVARRO,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL VENTA DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS(LUJOS) Y VENTA DE LLANTAS Y NEUMATICOS PARA TODO TIPO DE AUTOMOTORES.,NAVARRO ROMERO MAYERLY,
1,FUENTES ZORRO DANNY XIOMARA,683035721,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,ACTIVIDAD COMERCIAL VENTA DE REPUESTOS PARA MOTOS,,
2,EL SPLINDER,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES,GARCIA BAEZ MARIA NELA,
2,AUTO LUJOS EXITO,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL VENTA DE LUJOS Y ACCESORIOS PARA VEHICULOS.,LEON GUTIERREZ MARTHA PATRICIA,
2,MULTIREPUESTOS SZ,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES,SOLANO FANDIÑO VICTOR MANUEL,
2,AUTOPARABRISAS DEL LLANO,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL PARTES  PIEZAS Y ACCESORIOS PARA AUTOMÓVILES.,VEGA ALFONSO LUCENITH,
2,CICLOTAME,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,,,COMERCIO DE SUS PARTES  PIEZAS Y ACCESORIOS MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE SUS PARTES Y PIEZAS,SANTIESTEBAN ALARCON ALDEMAR,
2,REPUESTOS VENADO,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,,,ACTIVIDAD  COMERCIAL VENTA DE REPUESTOS  PARTES  PIEZAS  ACCESORIOS PARA MOTOCICLETAS  MANTENIMIENTO Y REPARACION.,AGUILAR CACERES FANNY,
2,AUTO SPA LA 30,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,ACTIVIDAD COMERCIAL MANTENIMIENTO Y LAVADO DE CARROS Y MOTOS,BALDION ZORRO LUIS EDUARDO,
2,ALMACEN COMERCIAL ELECTRICAR,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL VENTA DE REPUESTOS PARA VEHICULOS,ZORRO DE MONTERREY MARIA EDILMA,
2,AUTOREPUESTOS ARCADIO,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,M7500 ** Actividades veterinarias,A0162 ** Actividades de apoyo a la ganaderia,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES ACTIVIDADES VETERINARIAS ACTIVIDADES DE APOYO A LA GANADERIA,ZORRO LOPEZ GELVER ARCADIO,
2,FRENO PARTES,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES,HERRERA ZORRO LUIS ANTONIO,
2,ALMACEN PRINCIPAL DE REPUESTOS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL PARTES  PIEZAS AUTOPARTES DE VEHICULOS.,MESA GARCIA HUGO ANTONIO,
2,LATINO’S CENTRO LLANTAS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,VENTA DE LLANTAS Y ACCESORIOS PARA VEHICULOS Y MOTOS. MANTENIMIENTO DE VEHICULOS Y MOTOS,BARON MENDEZ NELSON ENRIQUE,
2,MANGUERAS Y CORREAS DEL LLANO,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES,QUIÑONEZ BECERRA OSMAN ALEXIS,
2,CREDILLANTAS P.G.1,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,VENTA DE LLANTAS   ACEITES PARA VEHÍCULOS AUTOMOTORES.,PICO GRUP S.A.S,
2,DISTRI LLANTAS C&M,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,H4923 ** Transporte de carga por carretera,,,ACTIVIDAD COMERCIAL VENTA DE PARTES Y ACCESORIOS PARA VEHICULOS.,MARTINEZ MORENO GISELLA FERNANDA,
2,AGROMOTOS ARDILA,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4659 ** Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,F4329 ** Otras instalaciones especializadas,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES COMERCIO AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P OTRAS INSTALACIONES ESPECIALIZADAS,ARDILA CASALLAN JOSE DANIEL,
2,CREDILLAN MARTINEZ,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,H4923 ** Transporte de carga por carretera,,,ACTIVIDAD COMERCIAL PARTES  PIEZAS Y ACCESORIOS PARA VEHICULOS.,MARTINEZ MORENO EFRAIN,
2,MIS DELICIAS CASERAS,,81794 - TAME,I5611 ** Expendio a la mesa de comidas preparadas,,,,ACTIVIDAD COMERCIAL EXPENDIO A LA MESA DE COMIDAS PREPARADAS,GALEANO MEJIA MAYRA JOHANNA,
2,F&S LLANTAS Y SUMINISTROS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,H4923 ** Transporte de carga por carretera,K6621 ** Actividades de agentes y corredores de seguros,R9200 ** Actividades de juegos de azar y apuestas,COMERCIO DE REPUESTOS  PIEZAS DE AUTOMOTORES SOBRE PEDIDOS  VENTA DE LLANTAS Y AGENTES Y CORREDORES DE SEGUROS  JUEGOS DE AZAR Y APUESTAS,PINEDA LLANES YOVERLY,
2,IK MOTOS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,,,ACTIVIDAD COMERCIAL VENTA DE REPUESTOS Y MANTENIMIENTO DE MOTOS.,BECERRA SOLER KAROL ROCIO,
2,J ARDILA INTERNACIONAL TAME,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4541 ** Comercio de motocicletas y de sus partes  piezas y accesorios,G4542 ** Mantenimiento y reparacion de motocicletas y de sus partes y piezas,G4644 ** Comercio al por mayor de aparatos y equipo de uso domestico,COMERCIALIZACIÓN DE PIEZAS  PARTES  AUTOPARTES Y ACCESORIOS DE LUJO PARA VEHÍCULOS AUTOMOTORES. COMERCIALIZACIÓN DE MOTOCICLETAS  MANTENIMIENTO Y REPARACIÓN.,J ARDILA INTERNACIONAL S.A.S,
2,BICI-MOTO 87,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4762 ** Comercio al por menor de articulos deportivos  en establecimientos especializados,,,COMERCIO DE PARTES  PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHICULOS AUTOMOTORES COMERCIO AL POR MENOR DE ARTICULOS DEPORTIVOS  EN ESTABLECIMIENTOS ESPECIALIZADOS,LEON GUTIERREZ ALBA LUCERO,
2,SUPER LUJOS MATIZ CARS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,ACTIVIDAD COMERCIAL PARTES.PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES.,MATIZ BRANDO ALEJANDRO,
2,MULTIREPUESTOS PIEDEMONTE,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,,,,VENTA DE PARTES  PIEZAS Y ACCESORIOS PARA VEHÍCULOS,RINCON GOMEZ LAURA FERNANDA,
2,T&E TORNIELECTRICOS,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4663 ** Comercio al por mayor de materiales de construccion  articulos de ferreteria  pinturas  productos de vidrio  equipo y materiales de fontaneria y calefaccion,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,COMERCIO DE PARTES  PIEZAS Y ACCESORIOS PARA VEHICULOS,ROJAS OLIVOS BANNY YISELL,
2,AUTOTEC RYR TEAM,,81794 - TAME,G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores,G4520 ** Mantenimiento y reparacion de vehiculos automotores,,,COMERCIO DE TODO TIPO DE PARTES  PIEZAS (AUTOPARTES)  COMPONENTES  SUMINISTROS  HERRAMIENTAS Y ACCESORIOS (LUJOS)  NUEVOS O USADOS  PARA VEHÍCULOS AUTOMOTORES. EL MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,BAUTISTA PEREZ RAFAEL EDUARDO,
